objectid,parentid,title,description,archival_call_number,archival_collection,finding_aid_ark,source,contributing_institution_valueURI,language,subject,topical_subject_fast_valueURI,geographic_subject_fast,geographic_subject_fast_valueURI,geographic_subject_local,location,latitude,longitude,personal_name_subject,personal_name_subject_valueURI,corporate_name_subject,corporate_name_subject_valueURI,extent,rights,rightsstatement,date,ark,date_created,date_modified,digital_collection,digital_collection_ark,digital_origin,pid,local_id,type,dcmi_type_valueURI,type_of_resource,imt_type,filename,identifier,format,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,object_ocr,pdf_download,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks104,,W.L. Harding letter to Professor Pammel,A letter from W.L. Harding to Professor Pammel regarding the appointment of Pammel to the of Commission of Conservation of Iowa.,RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Polk County;Iowa--Story County,http://id.worldcat.org/fast/1216376;http://id.worldcat.org/fast/1221286,,,,,,,,,1 item,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,1918-12-06,https://n2t.net/ark:/87292/w90s4r,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_106,IowaStateParks_106,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,13-05-13_pammel_0038-003-004.jpg,13-05-13_pammel_0038-003-004,image/jpeg,image,/objects/13-05-13_pammel_0038-003-004.jpg,/objects/small/13-05-13_pammel_0038-003-004_sm.jpg,/objects/thumbs/13-05-13_pammel_0038-003-004_th.jpg,,,,/objects/pdf/13-05-13_pammel_0038-003-004.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks105,,"Professor Pammel letter to the President of the Bank in Steamboat Rock, Iowa","A letter from Professor Pammel to the president of the bank in Steamboat Rock, Iowa requesting funds and land for future state parks in Iowa. Contains a handwritten response from the bank president.",RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Hardin County,http://id.worldcat.org/fast/1216015,,,,,,,,,1 page,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1916-12-27,https://n2t.net/ark:/87292/w9w325,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_107,IowaStateParks_107,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,13-05-13_pammel_0038-003-001.jpg,13-05-13_pammel_0038-003-001,image/jpeg,image,/objects/13-05-13_pammel_0038-003-001.jpg,/objects/small/13-05-13_pammel_0038-003-001_sm.jpg,/objects/thumbs/13-05-13_pammel_0038-003-001_th.jpg,,,,/objects/pdf/13-05-13_pammel_0038-003-001.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks106,,MacDonald letter to Pammel,Letter from MacDonald to Pammel describing the proposed National Mississippi Valley Park and other future state parks in Iowa.,RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Allamakee County;Iowa--Story County,http://id.worldcat.org/fast/1212636;http://id.worldcat.org/fast/1221286,,,,,,,,,1 page,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1917-06-28,https://n2t.net/ark:/87292/w9r899,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_108,IowaStateParks_108,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,13-05-13_pammel_0050-001a_001.jpg,13-05-13_pammel_0050-001a_001,image/jpeg,image,/objects/13-05-13_pammel_0050-001a_001.jpg,/objects/small/13-05-13_pammel_0050-001a_001_sm.jpg,/objects/thumbs/13-05-13_pammel_0050-001a_001_th.jpg,,,,/objects/pdf/13-05-13_pammel_0050-001a_001.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks107,,Professor Pammel wants Ledges for state park (The Boone News-Republican),"Newspaper clipping from The Boone-News-Republican entitled,"" Professor Pammel Wants Ledges for State Park.""",RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,1 item,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1919-11-10,https://n2t.net/ark:/87292/w9mk8s,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_109,IowaStateParks_109,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,13-05-13_pammel_0044-002-028.jpg,13-05-13_pammel_0044-002-028,image/jpeg,image,/objects/13-05-13_pammel_0044-002-028.jpg,/objects/small/13-05-13_pammel_0044-002-028_sm.jpg,/objects/thumbs/13-05-13_pammel_0044-002-028_th.jpg,,,,/objects/pdf/13-05-13_pammel_0044-002-028.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks108,,Ada Hayden and Charlotte King on Iowa State University campus,A black and white photograph showing Ada Hayden and Charlotte King seated on a bench on Iowa State University campus.,RS 13/5,Iowa State University. Department of Botany records,https://n2t.net/ark:/87292/w9z19r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,zxx,,,Iowa--Story County,http://id.worldcat.org/fast/1221286,,,,,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,1 photograph,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,1920,https://n2t.net/ark:/87292/w9gs43,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_110,IowaStateParks_110,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,13-05-a_haydenking_1035-001-001.jpg,13-05-a_haydenking_1035-001-001,image/jpeg,image,/objects/13-05-a_haydenking_1035-001-001.jpg,/objects/small/13-05-a_haydenking_1035-001-001_sm.jpg,/objects/thumbs/13-05-a_haydenking_1035-001-001_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks109,,Charles Curtiss chopping a tree,Black and white photograph of Charles Curtiss chopping a tree.,RS 9/1,Iowa State University. College of Agriculture and Life Sciences records,https://n2t.net/ark:/87292/w9077c,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,zxx,,,Iowa--Story County,http://id.worldcat.org/fast/1221286,,,,,,,,,1 photograph,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,,https://n2t.net/ark:/87292/w9c33w,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_111,IowaStateParks_111,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,9-01-a_curtiss_0524-002-005.jpg,9-01-a_curtiss_0524-002-005,image/jpeg,image,/objects/9-01-a_curtiss_0524-002-005.jpg,/objects/small/9-01-a_curtiss_0524-002-005_sm.jpg,/objects/thumbs/9-01-a_curtiss_0524-002-005_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks110,,"State to purchase entire area Ledges Park, Boone County","Newspaper clipping from the Evening Tribune entitled, ""State to Purchase Entire Area Ledges Park, Boone County.""",RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,1 item,The copyright holder of the source for this item is unknown. Iowa State University has provided digital access to this material for research and personal use in accordance with 17 U.S. Code 107-108. Commercial use or distribution of the item requires permission from the rights-holder.,http://rightsstatements.org/vocab/InC/1.0/,1921-06-23,https://n2t.net/ark:/87292/w9789n,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_112,IowaStateParks_112,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,13-05-13_pammel_0414-001-017.jpg,13-05-13_pammel_0414-001-017,image/jpeg,image,/objects/13-05-13_pammel_0414-001-017.jpg,/objects/small/13-05-13_pammel_0414-001-017_sm.jpg,/objects/thumbs/13-05-13_pammel_0414-001-017_th.jpg,,,,/objects/pdf/13-05-13_pammel_0414-001-017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks111,,"Blueprint of Devil's Backbone Park: area proposed to be purchased, Winterset, Iowa",A blueprint map of area to be purchased for Devil's Backbone Park.,RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Madison County,http://id.worldcat.org/fast/1208359,Iowa--Devil's Backbone Park,Devil's Backbone Park,,,,,,,1 item,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,1923,https://n2t.net/ark:/87292/w93k84,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_113,IowaStateParks_113,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,13-05-13_pammel_0045-001_b-036.jpg,13-05-13_pammel_0045-001_b-036,image/jpeg,image,/objects/13-05-13_pammel_0045-001_b-036.jpg,/objects/small/13-05-13_pammel_0045-001_b-036_sm.jpg,/objects/thumbs/13-05-13_pammel_0045-001_b-036_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks112,,Dr. Pammel no longer heads botany department,"Typed copy of an article published in the Allison Tribune on June 12, 1929, announcing his resignation, future plans, and giving a brief overview of his life and career.",RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Employees--Resignation,http://id.worldcat.org/fast/909205,Iowa--Story County,http://id.worldcat.org/fast/1221286,,,,,,,Iowa State University. Department of Botany,http://id.loc.gov/authorities/names/n86085677,1 item,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1929-06-12,https://n2t.net/ark:/87292/w9zs5t,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_115,IowaStateParks_115,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,13-05-13_pammel_0068-002-001.jpg,13-05-13_pammel_0068-002-001,image/jpeg,image,/objects/13-05-13_pammel_0068-002-001.jpg,/objects/small/13-05-13_pammel_0068-002-001_sm.jpg,/objects/thumbs/13-05-13_pammel_0068-002-001_th.jpg,,,,/objects/pdf/13-05-13_pammel_0068-002-001.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks113,,"B.J. Horchem letter to Professor L. H. Pammel, January 4, 1918",Letter from B.J. Horchem to Professor L.H. Pammel discussing the appointment of Pammel to the position of President of the Iowa State Conservation Commission.,RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Dubuque County,http://id.worldcat.org/fast/1212637,,,,,,,,,1 page,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1918-01-04,https://n2t.net/ark:/87292/w9v32v,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_116,IowaStateParks_116,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,13-05-13_pammel_0038-003-002-01.jpg,13-05-13_pammel_0038-003-002-01,image/jpeg,image,/objects/13-05-13_pammel_0038-003-002-01.jpg,/objects/small/13-05-13_pammel_0038-003-002-01_sm.jpg,/objects/thumbs/13-05-13_pammel_0038-003-002-01_th.jpg,,,,/objects/pdf/13-05-13_pammel_0038-003-002-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks114,,Ada Hayden standing in a field,"Black and white photograph showing Ada Hayden standing in a field, holding a few flowers.",RS 13/5/55,Ada Hayden papers,https://n2t.net/ark:/87292/w9sb7j,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,zxx,,,,,,,,,,,,,1 photograph,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,https://n2t.net/ark:/87292/w9q90x,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_117,IowaStateParks_117,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,13-05-55_hayden_0004-002-001.jpg,13-05-55_hayden_0004-002-001,image/jpeg,image,/objects/13-05-55_hayden_0004-002-001.jpg,/objects/small/13-05-55_hayden_0004-002-001_sm.jpg,/objects/thumbs/13-05-55_hayden_0004-002-001_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks115,,Portrait of Louis Herman Pammel,Black and white photograph portrait of Professor Pammel.,RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,zxx,,,,,,,,,"Pammel, L. H. (Louis Hermann), 1862-1931",http://id.loc.gov/authorities/names/nr95020284,,,1 photograph,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,,https://n2t.net/ark:/87292/w9kk73,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_118,IowaStateParks_118,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,13-05-a_pammel_1026-004-001.jpg,13-05-a_pammel_1026-004-001,image/jpeg,image,/objects/13-05-a_pammel_1026-004-001.jpg,/objects/small/13-05-a_pammel_1026-004-001_sm.jpg,/objects/thumbs/13-05-a_pammel_1026-004-001_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks116,,Proposed entrance piers and gate lodge for Ledges State Park,"Diazotype drawing with hand coloring showing the proposed entrance Piers and gate lodge for Ledges State Park, located in Boone County, Iowa.",RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,1 page,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1928,https://n2t.net/ark:/87292/w9fs6j,2017-08-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_120,IowaStateParks_120,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,26-05-06_extensionla_c405-d14-f001-002.jpg,26-05-06_extensionla_c405-d14-f001-002,image/jpeg,image,/objects/26-05-06_extensionla_c405-d14-f001-002.jpg,/objects/small/26-05-06_extensionla_c405-d14-f001-002_sm.jpg,/objects/thumbs/26-05-06_extensionla_c405-d14-f001-002_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks117,,Summer meeting of the Iowa Conservation Association,A program for the summer meeting of Iowa Conservation Association in 1918.,RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Meetings,http://id.worldcat.org/fast/1015496,Iowa,http://id.worldcat.org/fast/1205835,,,,,,,,,2 pages,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,1918,https://n2t.net/ark:/87292/w9b31t,2017-08-31,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_123,IowaStateParks_123,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,13-05-13_pammel_0050-001a_002.jpg,13-05-13_pammel_0050-001a_002,image/jpeg,image,/objects/13-05-13_pammel_0050-001a_002.jpg,/objects/small/13-05-13_pammel_0050-001a_002_sm.jpg,/objects/thumbs/13-05-13_pammel_0050-001a_002_th.jpg,,,,/objects/pdf/13-05-13_pammel_0050-001a_002.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks118,,Blueprint of Pammel State Park,"A blueprint of Pammel State Park, located in Madison County Iowa.",RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Madison County,http://id.worldcat.org/fast/1208359,Iowa--Pammel State Park,Pammel State Park,41.29046245,-94.07773018,,,,,1 item,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,1936,https://n2t.net/ark:/87292/w96c9c,2017-10-11,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_124,IowaStateParks_124,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,26-05-06_extensionla_c405-d14-f001-001.jpg,26-05-06_extensionla_c405-d14-f001-001,image/jpeg,image,/objects/26-05-06_extensionla_c405-d14-f001-001.jpg,/objects/small/26-05-06_extensionla_c405-d14-f001-001_sm.jpg,/objects/thumbs/26-05-06_extensionla_c405-d14-f001-001_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks119,,Landscape development plan for Ledges State Park,"Diazotype print with handwritten annotations in red colored pencil showing the landscape development plan for Ledges State Park, located in Boone County, Iowa.",RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Landscape design,http://id.worldcat.org/fast/991884,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,1 item,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,1925,https://n2t.net/ark:/87292/w92k62,2017-10-11,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_125,IowaStateParks_125,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,26-05-06_extensionla_c405-d14-f001-003.jpg,26-05-06_extensionla_c405-d14-f001-003,image/jpeg,image,/objects/26-05-06_extensionla_c405-d14-f001-003.jpg,/objects/small/26-05-06_extensionla_c405-d14-f001-003_sm.jpg,/objects/thumbs/26-05-06_extensionla_c405-d14-f001-003_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks120,,General plan for the development of Backbone State Park,"A map showing the general plan for the development of Backbone State Park, located in Boone County, Iowa.",RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Delaware County;Iowa--Boone County,http://id.worldcat.org/fast/1212219;http://id.worldcat.org/fast/1212206,Iowa--Backbone State Park,Backbone State Park,42.60089808,-91.53276676,,,,,1 item,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,,https://n2t.net/ark:/87292/w9xw45,2017-10-12,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_126,IowaStateParks_126,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,13-05-13_pammel_tube-073-001.jpg,13-05-13_pammel_tube-073-001,image/jpeg,image,/objects/13-05-13_pammel_tube-073-001.jpg,/objects/small/13-05-13_pammel_tube-073-001_sm.jpg,/objects/thumbs/13-05-13_pammel_tube-073-001_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks121,,Iowa State Plan--State Parks and Preserves,A map of Iowa showing state parks and preserves found within the state.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa,http://id.worldcat.org/fast/1205835,,,,,,,,,1 item,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,,https://n2t.net/ark:/87292/w9t315,2017-10-12,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_127,IowaStateParks_127,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,26-05-06_extensionla_tube-073-004.jpg,26-05-06_extensionla_tube-073-004,image/jpeg,image,/objects/26-05-06_extensionla_tube-073-004.jpg,/objects/small/26-05-06_extensionla_tube-073-004_sm.jpg,/objects/thumbs/26-05-06_extensionla_tube-073-004_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks122,,Location map of Iowa State Parks including the meandered lakes and streams,A map showing the locations of the Iowa State Parks including Meandered Lakes and streams.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Parks,http://id.worldcat.org/fast/1053705,,,,,,,,,,,1 item,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1927,https://n2t.net/ark:/87292/w9pd0n,2017-10-12,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_128,IowaStateParks_128,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,26-05-06_extensionla_c405-d14-f003-002.jpg,26-05-06_extensionla_c405-d14-f003-002,image/jpeg,image,/objects/26-05-06_extensionla_c405-d14-f003-002.jpg,/objects/small/26-05-06_extensionla_c405-d14-f003-002_sm.jpg,/objects/thumbs/26-05-06_extensionla_c405-d14-f003-002_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iowastateparks123,,Preliminary plan for the general layout of Dolliver Memorial State Park,A blue line print map showing the preliminary plan for the general layout of Dolliver Memorial State Park.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Webster County,http://id.worldcat.org/fast/1212641,Iowa--Dolliver Memorial State Park,Dolliver Memorial State Park,42.38947615,-94.08049322,,,,,1 item,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1927-01,https://n2t.net/ark:/87292/w9jk6d,2017-10-12,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_129,IowaStateParks_129,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,26-05-06_extensionla_tube-073-002.jpg,26-05-06_extensionla_tube-073-002,image/jpeg,image,/objects/26-05-06_extensionla_tube-073-002.jpg,/objects/small/26-05-06_extensionla_tube-073-002_sm.jpg,/objects/thumbs/26-05-06_extensionla_tube-073-002_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
